Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/predict,32137,0,260,270.1773720775124,88.35876900047879,1573.9394960000936,83.31185238198961,702.5815083976183,0.0,260,270,270,280,320,330,340,350,1200,1500,1600
,Aggregated,32137,0,260,270.1773720775124,88.35876900047879,1573.9394960000936,83.31185238198961,702.5815083976183,0.0,260,270,270,280,320,330,340,350,1200,1500,1600
