Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/predict,28109,0,1400,1408.2602161197435,528.899328000989,2533.973858000536,83.3535166672596,647.9513464854791,0.0,1400,1400,1500,1500,1500,1500,1600,1900,2400,2500,2500
,Aggregated,28109,0,1400,1408.2602161197435,528.899328000989,2533.973858000536,83.3535166672596,647.9513464854791,0.0,1400,1400,1500,1500,1500,1500,1600,1900,2400,2500,2500
